zip_code,week_number,date_week_start,date_week_end,cases_weekly,cases_cumulative,tests_weekly,tests_cumulative,deaths_weekly,deaths_cumulative
60651,19,05/03/2020,05/09/2020,244.0,1029.0,792,3113,5,39
60666,20,05/10/2020,05/16/2020,,,0,1,0,0
60646,15,04/05/2020,04/11/2020,22.0,58.0,130,409,1,3
60657,17,04/19/2020,04/25/2020,25.0,191.0,213,1047,4,10
60653,18,04/26/2020,05/02/2020,37.0,315.0,232,1210,3,22
60619,13,03/22/2020,03/28/2020,69.0,96.0,217,347,0,0
60608,18,04/26/2020,05/02/2020,292.0,870.0,965,2621,10,25
60661,16,04/12/2020,04/18/2020,3.0,20.0,22,101,0,0
60637,18,04/26/2020,05/02/2020,45.0,352.0,376,1776,1,14
60707,19,05/03/2020,05/09/2020,4.0,55.0,212,708,5,7
60649,19,05/03/2020,05/09/2020,76.0,570.0,450,2148,11,73
60827,15,04/05/2020,04/11/2020,1.0,12.0,10,44,0,1
60643,16,04/12/2020,04/18/2020,74.0,334.0,263,986,10,20
60610,13,03/22/2020,03/28/2020,29.0,44.0,109,207,0,0
60615,18,04/26/2020,05/02/2020,25.0,244.0,237,1204,3,10
60601,12,03/15/2020,03/21/2020,8.0,11.0,32,39,0,0
60611,18,04/26/2020,05/02/2020,11.0,93.0,223,811,0,1
60655,18,04/26/2020,05/02/2020,20.0,177.0,251,1157,0,6
60603,18,04/26/2020,05/02/2020,2.0,5.0,10,29,0,0
60634,18,04/26/2020,05/02/2020,217.0,712.0,776,3157,6,22
60647,18,04/26/2020,05/02/2020,160.0,620.0,610,2210,13,30
60660,10,03/01/2020,03/07/2020,,,0,0,0,0
60612,12,03/15/2020,03/21/2020,12.0,12.0,99,110,0,0
60606,17,04/19/2020,04/25/2020,8.0,25.0,39,141,0,0
60611,17,04/19/2020,04/25/2020,8.0,82.0,132,588,1,1
60632,12,03/15/2020,03/21/2020,4.0,5.0,60,69,0,0
60621,16,04/12/2020,04/18/2020,66.0,203.0,170,544,4,10
60609,16,04/12/2020,04/18/2020,132.0,315.0,305,852,4,9
60622,12,03/15/2020,03/21/2020,18.0,23.0,92,105,0,0
60624,12,03/15/2020,03/21/2020,8.0,8.0,81,91,0,0
60666,16,04/12/2020,04/18/2020,,,0,0,0,0
60633,18,04/26/2020,05/02/2020,17.0,64.0,80,260,0,0
60618,17,04/19/2020,04/25/2020,152.0,464.0,467,1673,6,12
60649,12,03/15/2020,03/21/2020,21.0,21.0,122,125,0,0
60629,13,03/22/2020,03/28/2020,43.0,52.0,153,236,0,0
60653,12,03/15/2020,03/21/2020,17.0,17.0,81,88,1,1
60827,18,04/26/2020,05/02/2020,3.0,23.0,44,135,0,2
60638,12,03/15/2020,03/21/2020,5.0,5.0,41,43,0,0
60654,18,04/26/2020,05/02/2020,6.0,110.0,70,420,0,0
60652,12,03/15/2020,03/21/2020,6.0,6.0,33,38,0,0
60657,13,03/22/2020,03/28/2020,36.0,62.0,155,340,0,0
60628,11,03/08/2020,03/14/2020,,,6,7,0,0
60639,15,04/05/2020,04/11/2020,162.0,281.0,344,773,5,8
60661,12,03/15/2020,03/21/2020,,,22,22,0,0
60640,17,04/19/2020,04/25/2020,129.0,421.0,485,1387,14,31
60649,17,04/19/2020,04/25/2020,130.0,414.0,434,1338,8,41
60641,11,03/08/2020,03/14/2020,,,6,6,0,0
60615,11,03/08/2020,03/14/2020,,,6,9,0,0
60602,20,05/10/2020,05/16/2020,2.0,10.0,14,73,0,0
60603,11,03/08/2020,03/14/2020,,,0,0,0,0
60613,15,04/05/2020,04/11/2020,47.0,139.0,122,473,4,5
60624,10,03/01/2020,03/07/2020,,,2,2,0,0
60604,11,03/08/2020,03/14/2020,,,0,0,0,0
60614,17,04/19/2020,04/25/2020,43.0,235.0,285,1099,6,30
60625,14,03/29/2020,04/04/2020,60.0,103.0,181,429,2,3
60605,19,05/03/2020,05/09/2020,13.0,142.0,139,844,0,0
60656,11,03/08/2020,03/14/2020,,,4,4,0,0
60616,14,03/29/2020,04/04/2020,46.0,78.0,130,358,4,6
60626,20,05/10/2020,05/16/2020,80.0,766.0,367,2575,15,75
60601,16,04/12/2020,04/18/2020,4.0,37.0,29,165,1,2
60642,14,03/29/2020,04/04/2020,12.0,22.0,41,145,0,0
60613,16,04/12/2020,04/18/2020,31.0,170.0,140,613,3,8
60636,11,03/08/2020,03/14/2020,,,6,6,0,0
60659,17,04/19/2020,04/25/2020,90.0,334.0,237,935,6,19
60657,11,03/08/2020,03/14/2020,7.0,7.0,38,42,0,0
60655,11,03/08/2020,03/14/2020,,,5,5,0,0
60616,10,03/01/2020,03/07/2020,,,4,4,0,0
60640,15,04/05/2020,04/11/2020,73.0,159.0,191,586,5,9
60617,14,03/29/2020,04/04/2020,101.0,183.0,252,602,7,10
60638,16,04/12/2020,04/18/2020,77.0,227.0,298,947,3,6
60602,10,03/01/2020,03/07/2020,,,0,0,0,0
60604,10,03/01/2020,03/07/2020,,,0,0,0,0
60626,10,03/01/2020,03/07/2020,,,1,1,0,0
60656,15,04/05/2020,04/11/2020,29.0,64.0,176,488,0,2
60656,17,04/19/2020,04/25/2020,28.0,120.0,142,742,0,4
60626,15,04/05/2020,04/11/2020,81.0,154.0,187,542,5,7
60605,14,03/29/2020,04/04/2020,17.0,47.0,67,252,0,0
60610,18,04/26/2020,05/02/2020,24.0,152.0,171,801,0,4
60625,16,04/12/2020,04/18/2020,111.0,318.0,306,998,8,13
60618,16,04/12/2020,04/18/2020,116.0,312.0,462,1206,4,6
60653,16,04/12/2020,04/18/2020,61.0,232.0,199,723,2,13
60623,16,04/12/2020,04/18/2020,212.0,514.0,456,1188,9,23
60602,15,04/05/2020,04/11/2020,,,3,13,0,0
60639,16,04/12/2020,04/18/2020,251.0,532.0,588,1361,14,22
60707,13,03/22/2020,03/28/2020,11.0,12.0,49,64,1,1
60606,15,04/05/2020,04/11/2020,2.0,7.0,28,71,0,0
60637,16,04/12/2020,04/18/2020,63.0,235.0,219,879,4,8
60601,11,03/08/2020,03/14/2020,,,6,7,0,0
60642,15,04/05/2020,04/11/2020,15.0,37.0,45,190,0,0
60636,18,04/26/2020,05/02/2020,76.0,395.0,267,1052,5,33
60604,20,05/10/2020,05/16/2020,3.0,16.0,14,64,0,0
60656,10,03/01/2020,03/07/2020,,,0,0,0,0
60629,15,04/05/2020,04/11/2020,150.0,289.0,303,752,6,12
60660,16,04/12/2020,04/18/2020,61.0,166.0,164,535,7,9
60613,11,03/08/2020,03/14/2020,,,14,16,0,0
60647,13,03/22/2020,03/28/2020,25.0,38.0,168,299,0,0
60604,15,04/05/2020,04/11/2020,,,1,12,0,0
60644,14,03/29/2020,04/04/2020,82.0,145.0,172,403,6,6
60631,15,04/05/2020,04/11/2020,39.0,78.0,183,558,0,1
60621,15,04/05/2020,04/11/2020,64.0,137.0,127,374,2,6
60616,15,04/05/2020,04/11/2020,66.0,144.0,168,526,5,11
60632,19,05/03/2020,05/09/2020,540.0,1864.0,1129,4110,13,39
60653,11,03/08/2020,03/14/2020,,,5,7,0,0
60607,19,05/03/2020,05/09/2020,17.0,379.0,159,1222,1,4
60614,15,04/05/2020,04/11/2020,55.0,159.0,173,619,8,9
60659,20,05/10/2020,05/16/2020,65.0,557.0,279,1799,5,31
60617,10,03/01/2020,03/07/2020,,,1,1,0,0
60638,20,05/10/2020,05/16/2020,132.0,860.0,532,3112,6,26
60615,17,04/19/2020,04/25/2020,40.0,219.0,198,967,2,7
60619,20,05/10/2020,05/16/2020,59.0,746.0,709,3578,7,49
60624,20,05/10/2020,05/16/2020,73.0,645.0,328,2219,1,22
60640,11,03/08/2020,03/14/2020,,,15,19,0,0
60607,14,03/29/2020,04/04/2020,35.0,70.0,90,294,0,0
60636,13,03/22/2020,03/28/2020,34.0,43.0,98,156,1,2
60620,20,05/10/2020,05/16/2020,83.0,913.0,645,3857,3,60
60633,20,05/10/2020,05/16/2020,19.0,96.0,79,428,1,2
60643,10,03/01/2020,03/07/2020,,,1,1,0,0
60606,20,05/10/2020,05/16/2020,9.0,43.0,87,310,0,2
60655,16,04/12/2020,04/18/2020,31.0,135.0,188,719,1,4
60622,13,03/22/2020,03/28/2020,24.0,47.0,136,241,0,0
60629,20,05/10/2020,05/16/2020,425.0,2372.0,1366,6242,9,47
60649,13,03/22/2020,03/28/2020,38.0,59.0,153,278,3,3
60603,16,04/12/2020,04/18/2020,,,3,16,0,0
60827,10,03/01/2020,03/07/2020,,,0,0,0,0
60641,15,04/05/2020,04/11/2020,115.0,174.0,297,686,4,6
60608,20,05/10/2020,05/16/2020,188.0,1320.0,659,4031,4,35
60661,10,03/01/2020,03/07/2020,,,0,0,0,0
60628,16,04/12/2020,04/18/2020,96.0,397.0,321,1189,5,30
60624,17,04/19/2020,04/25/2020,89.0,407.0,294,1137,7,18
60618,20,05/10/2020,05/16/2020,136.0,890.0,717,3628,5,31
60659,15,04/05/2020,04/11/2020,68.0,179.0,146,500,3,7
60645,14,03/29/2020,04/04/2020,101.0,223.0,242,583,2,3
60637,12,03/15/2020,03/21/2020,19.0,19.0,146,152,0,0
60646,20,05/10/2020,05/16/2020,23.0,286.0,195,1457,7,31
60666,14,03/29/2020,04/04/2020,,,0,0,0,0
60632,14,03/29/2020,04/04/2020,51.0,72.0,130,313,2,3
60634,14,03/29/2020,04/04/2020,58.0,107.0,366,781,4,4
60654,12,03/15/2020,03/21/2020,8.0,9.0,52,62,0,0
60652,17,04/19/2020,04/25/2020,82.0,306.0,320,968,1,10
60609,14,03/29/2020,04/04/2020,50.0,90.0,153,352,3,3
60660,14,03/29/2020,04/04/2020,23.0,53.0,87,244,1,1
60630,14,03/29/2020,04/04/2020,32.0,62.0,194,417,0,2
60659,10,03/01/2020,03/07/2020,,,1,1,0,0
60612,18,04/26/2020,05/02/2020,67.0,404.0,349,1567,2,13
60619,14,03/29/2020,04/04/2020,107.0,203.0,275,622,10,10
60661,15,04/05/2020,04/11/2020,2.0,17.0,13,79,0,0
60608,13,03/22/2020,03/28/2020,59.0,65.0,200,297,0,0
60645,20,05/10/2020,05/16/2020,107.0,867.0,489,2826,11,56
60651,13,03/22/2020,03/28/2020,49.0,55.0,150,216,0,0
60606,10,03/01/2020,03/07/2020,,,0,0,0,0
60621,19,05/03/2020,05/09/2020,54.0,376.0,284,1291,7,31
60622,19,05/03/2020,05/09/2020,68.0,422.0,325,1658,8,42
60661,20,05/10/2020,05/16/2020,3.0,31.0,63,268,0,0
60614,11,03/08/2020,03/14/2020,6.0,6.0,33,35,0,0
60618,10,03/01/2020,03/07/2020,,,1,1,0,0
60609,19,05/03/2020,05/09/2020,250.0,1045.0,593,2660,6,30
60631,10,03/01/2020,03/07/2020,,,2,2,0,0
60644,10,03/01/2020,03/07/2020,,,5,5,0,0
60651,14,03/29/2020,04/04/2020,72.0,127.0,202,418,7,7
60611,19,05/03/2020,05/09/2020,9.0,102.0,227,1038,1,2
60638,13,03/22/2020,03/28/2020,23.0,28.0,166,209,0,0
60666,19,05/03/2020,05/09/2020,,,1,1,0,0
60625,13,03/22/2020,03/28/2020,23.0,43.0,147,248,0,1
60643,14,03/29/2020,04/04/2020,89.0,139.0,240,509,3,3
60620,13,03/22/2020,03/28/2020,79.0,105.0,216,330,4,6
60660,13,03/22/2020,03/28/2020,22.0,30.0,93,157,0,0
60637,19,05/03/2020,05/09/2020,62.0,414.0,455,2231,1,15
60628,19,05/03/2020,05/09/2020,115.0,779.0,548,2794,12,64
60612,13,03/22/2020,03/28/2020,42.0,54.0,186,296,1,1
60655,12,03/15/2020,03/21/2020,,,30,35,0,0
60628,12,03/15/2020,03/21/2020,15.0,16.0,111,118,0,0
60620,16,04/12/2020,04/18/2020,102.0,482.0,340,1249,8,40
60624,13,03/22/2020,03/28/2020,37.0,45.0,133,224,0,0
60647,20,05/10/2020,05/16/2020,180.0,983.0,654,3533,10,55
60641,19,05/03/2020,05/09/2020,187.0,845.0,734,2906,8,30
60641,12,03/15/2020,03/21/2020,7.0,7.0,63,69,0,0
60621,20,05/10/2020,05/16/2020,57.0,433.0,314,1605,6,37
60607,13,03/22/2020,03/28/2020,24.0,35.0,120,204,0,0
60827,14,03/29/2020,04/04/2020,5.0,11.0,11,34,1,1
60615,12,03/15/2020,03/21/2020,20.0,20.0,142,151,0,0
60603,12,03/15/2020,03/21/2020,,,1,1,0,0
60827,19,05/03/2020,05/09/2020,2.0,25.0,21,156,1,3
60645,10,03/01/2020,03/07/2020,,,0,0,0,0
60646,16,04/12/2020,04/18/2020,19.0,77.0,124,533,0,3
60640,18,04/26/2020,05/02/2020,90.0,511.0,446,1833,15,46
60657,16,04/12/2020,04/18/2020,18.0,166.0,161,834,4,6
60614,18,04/26/2020,05/02/2020,56.0,291.0,486,1585,6,36
60652,13,03/22/2020,03/28/2020,33.0,39.0,111,149,1,1
60653,19,05/03/2020,05/09/2020,46.0,361.0,315,1525,3,25
60636,10,03/01/2020,03/07/2020,,,0,0,0,0
60623,12,03/15/2020,03/21/2020,9.0,9.0,73,80,0,0
60707,20,05/10/2020,05/16/2020,3.0,58.0,135,843,0,7
60619,10,03/01/2020,03/07/2020,,,0,0,0,0
60646,13,03/22/2020,03/28/2020,13.0,22.0,115,157,2,2
60610,12,03/15/2020,03/21/2020,14.0,15.0,79,98,0,0
60661,11,03/08/2020,03/14/2020,,,0,0,0,0
60649,20,05/10/2020,05/16/2020,51.0,621.0,468,2616,9,82
60632,11,03/08/2020,03/14/2020,,,6,9,0,0
60611,12,03/15/2020,03/21/2020,13.0,13.0,86,98,0,0
60633,13,03/22/2020,03/28/2020,,,13,25,0,0
60654,13,03/22/2020,03/28/2020,15.0,24.0,51,113,0,0
60643,17,04/19/2020,04/25/2020,113.0,447.0,863,1849,3,23
60617,17,04/19/2020,04/25/2020,83.0,439.0,448,1667,4,25
60613,12,03/15/2020,03/21/2020,16.0,16.0,82,98,0,0
60604,14,03/29/2020,04/04/2020,,,4,11,0,0
60651,18,04/26/2020,05/02/2020,221.0,785.0,776,2321,5,34
60654,17,04/19/2020,04/25/2020,5.0,104.0,58,350,0,0
60656,18,04/26/2020,05/02/2020,28.0,148.0,170,912,1,5
60605,18,04/26/2020,05/02/2020,17.0,129.0,162,705,0,0
60707,12,03/15/2020,03/21/2020,,,12,15,0,0
60626,19,05/03/2020,05/09/2020,102.0,686.0,523,2208,22,60
60601,17,04/19/2020,04/25/2020,5.0,42.0,38,203,1,3
60625,17,04/19/2020,04/25/2020,157.0,475.0,442,1440,12,25
60613,17,04/19/2020,04/25/2020,34.0,204.0,188,801,3,11
60639,17,04/19/2020,04/25/2020,395.0,927.0,929,2290,9,31
60608,17,04/19/2020,04/25/2020,180.0,578.0,490,1656,5,15
60630,18,04/26/2020,05/02/2020,102.0,393.0,375,1626,4,18
60639,12,03/15/2020,03/21/2020,6.0,6.0,61,70,1,1
60623,20,05/10/2020,05/16/2020,420.0,2513.0,1118,5767,17,85
60629,12,03/15/2020,03/21/2020,9.0,9.0,78,83,0,0
60604,16,04/12/2020,04/18/2020,,,3,15,0,0
60606,11,03/08/2020,03/14/2020,,,3,3,0,0
